Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u132	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	Vox	Vox	Opposition	Derecha - Extrema derecha	JoséMaríaSánchezGarcía	Sánchez García, José María	M	1963	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u133	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u134	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	Vox	Vox	Opposition	Derecha - Extrema derecha	JoséMaríaSánchezGarcía	Sánchez García, José María	M	1963	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u135	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u136	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	Vox	Vox	Opposition	Derecha - Extrema derecha	JoséMaríaSánchezGarcía	Sánchez García, José María	M	1963	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u137	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u138	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	PP	Partido Popular	Opposition	Centro-derecha - Derecha	VicenteBetoretColl	Betoret Coll, Vicente	M	1972	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u139	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u140	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	-	-	-	-	CarlosGarcíaAdanero	García Adanero, Carlos	M	1967	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u141	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u142	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centro	MikelLegardaUriarte	Legarda Uriarte, Mikel	M	1956	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u143	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u144	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centro-derecha	GenísBoadellaEsteve	Boadella Esteve, Genís	M	1979	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u145	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u146	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centro-derecha	JosepPagèsiMassó	Pagès i Massó, Josep	M	1972	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u147	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u148	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centro-derecha	JosepPagèsiMassó	Pagès i Massó, Josep	M	1972	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u149	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u150	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centro-derecha	JosepPagèsiMassó	Pagès i Massó, Josep	M	1972	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u151	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u152	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	ERC-S	Esquerra Republicana de Catalunya - Sobiranistes	Opposition	Centro-izquierda - izquierda	CarolinaTelecheaiLozano	Telechea i Lozano, Carolina	F	1981	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u153	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u154	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	UP	Unidas Podemos	Coalition	Izquierda	RobertoUriarteTorrealday	Uriarte Torrealday, Roberto	M	1960	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u155	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u156	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	UP	Unidas Podemos	Coalition	Izquierda	RobertoUriarteTorrealday	Uriarte Torrealday, Roberto	M	1960	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u157	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u158	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	IsauraLealFernández	Leal Fernández, Isaura	F	1959	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u159	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u160	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	Cs	Ciudadanos	Opposition	Centro-derecha	InésArrimadasGarcía	Arrimadas García, Inés	F	1981	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u161	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u162	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u163	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u164	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u165	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u166	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
